id,Пол,Возраст,Вес,Проффесия,Высшее_образование
4449,М,30,90,Data scientist,Да
4450,М,30,90,Data scientist,Да
4451,М,30,90,Data scientist,Да
4452,М,63,72,Тренер по киберспорту,Да
4453,М,63,72,Тренер по киберспорту,Да
4454,М,63,72,Тренер по киберспорту,Да
4455,М,63,72,Тренер по киберспорту,Да
4456,Ж,21,46,,Да
4457,Ж,26,61,Backend-разработчик,Да
4458,Ж,26,61,Backend-разработчик,Да
4459,Ж,26,61,Backend-разработчик,Да
4460,,51,80,Сварщик,Да
4461,М,58,88,Крановщик,Да
4462,Ж,21,52,Блогер,Нет
4463,Ж,24,58,SMM-специалист,Нет
4464,,64,89,Крановщик,Да
4465,,64,89,Крановщик,Да
4466,,64,89,Крановщик,Да
4467,,56,93,Маляр,Да
4468,Ж,21,40,SMM-специалист,Нет
4469,Ж,19,54,Копирайтер,Нет
4470,Ж,24,42,SMM-специалист,Нет
4471,Ж,69,85,Тренер по киберспорту,Да
4472,М,49,88,Маляр,Да
4473,М,29,81,IOS-разработчик,Да
4474,,50,94,Токарь,Да
4475,Ж,19,49,SMM-специалист,Нет
4476,Ж,27,82,Frontend-разработчик,Да
4477,Ж,26,76,,Да
4478,М,67,83,Токарь,Да
4479,Ж,22,50,Таргетолог,Нет
4480,Ж,22,50,Таргетолог,Нет
4481,Ж,18,1448,SMM-специалист,Нет
4482,Ж,18,1448,SMM-специалист,Нет
4483,Ж,18,1448,SMM-специалист,Нет
4484,Ж,28,85,IOS-разработчик,Да
4485,М,65,97,Тренер по футболу,Да
4486,Ж,27,54,Frontend-разработчик,Да
4487,М,53,78,Крановщик,Да
4488,М,53,78,Крановщик,Да
4489,М,53,78,Крановщик,Да
4490,Ж,20,73,Frontend-разработчик,Да
4491,Ж,25,90,Data scientist,Да
4492,М,67,79,Крановщик,Да
4493,М,45,93,Сварщик,Да
4494,М,298,79,Тренер по легкой атлетике,Да
4495,Ж,19,40,Фотограф,Нет
4496,Ж,51,83,Тренер по киберспорту,Да
4497,Ж,51,83,Тренер по киберспорту,Да
4498,Ж,74,87,Тренер по волейболу,Да
4499,Ж,19,1537,Таргетолог,Нет
4500,М,79,100,Крановщик,Да
4501,М,79,100,Крановщик,Да
4502,М,30,65,Backend-разработчик,Да
4503,Ж,45,99,Тренер по волейболу,Да
4504,Ж,45,99,Тренер по волейболу,Да
4505,Ж,47,80,Тренер по легкой атлетике,Да
4506,Ж,19,46,Таргетолог,Нет
4507,М,25,72,Backend-разработчик,Да
4508,М,25,72,Backend-разработчик,Да
4509,М,67,76,Тренер по киберспорту,Да
4510,Ж,64,72,Тренер по киберспорту,Да
4511,М,69,95,Тренер по фитнесу,Да
4512,Ж,22,1667,Копирайтер,Нет
4513,М,28,55,,Да
4514,Ж,29,87,Backend-разработчик,Да
4515,Ж,24,50,IOS-разработчик,Да
4516,Ж,24,50,IOS-разработчик,Да
4517,Ж,20,42,Фотограф,Нет
4518,Ж,25,54,Data scientist,Да
4519,Ж,25,54,Data scientist,Да
4520,Ж,25,54,Data scientist,Да
4521,М,47,71,Тренер по киберспорту,Да
4522,М,61,70,Сварщик,Да
4523,М,22,47,IOS-разработчик,Да
4524,Ж,23,86,IOS-разработчик,Да
4525,Ж,80,76,Тренер по волейболу,Да
4526,Ж,24,1135,Таргетолог,Нет
4527,М,56,88,Тренер по киберспорту,Да
4528,М,30,59,Backend-разработчик,Да
4529,Ж,25,54,IOS-разработчик,Да
4530,М,27,55,Data scientist,Да
4531,М,51,98,Тренер по волейболу,Да
4532,М,50,97,Токарь,Да
4533,М,49,92,Тренер по волейболу,Да
4534,М,276,86,Тренер по футболу,Да
4535,М,63,93,Крановщик,Да
4536,Ж,18,51,Копирайтер,Нет
4537,Ж,18,51,Копирайтер,Нет
4538,М,28,68,Тестировщик,Да
4539,Ж,25,55,Блогер,Нет
4540,М,72,79,Маляр,Да
4541,Ж,77,89,Тренер по футболу,Да
4542,Ж,20,57,Тестировщик,Да
4543,Ж,19,47,Блогер,Нет
4544,М,29,74,Backend-разработчик,Да
4545,Ж,30,80,Frontend-разработчик,Да
4546,М,73,80,Токарь,Да
4547,М,70,74,Тренер по легкой атлетике,Да
4548,М,70,74,Тренер по легкой атлетике,Да
4549,М,54,98,Крановщик,Да
4550,М,25,84,Тестировщик,Да
4551,Ж,30,46,Frontend-разработчик,Да
4552,Ж,30,46,Frontend-разработчик,Да
4553,М,22,54,Тестировщик,Да
4554,Ж,69,88,Тренер по футболу,Да
4555,М,67,98,Тренер по волейболу,Да
4556,М,68,84,Токарь,Да
4557,М,21,44,Backend-разработчик,Да
4558,М,45,98,Крановщик,Да
4559,Ж,27,45,Backend-разработчик,Да
4560,М,75,86,Маляр,Да
4561,М,26,86,IOS-разработчик,Да
4562,Ж,19,56,Копирайтер,Нет
4563,Ж,289,100,Тренер по фитнесу,Да
4564,Ж,272,90,Тренер по футболу,Да
4565,М,68,94,Маляр,Да
4566,М,48,90,Сварщик,Да
4567,М,48,90,Сварщик,Да
4568,Ж,19,52,SMM-специалист,Нет
4569,Ж,69,81,Тренер по волейболу,Да
4570,Ж,23,60,SMM-специалист,Нет
4571,М,49,93,Сварщик,Да
4572,М,25,61,Data scientist,Да
4573,Ж,21,53,Блогер,Нет
4574,М,24,60,Data scientist,Да
4575,М,67,70,Крановщик,Да
4576,Ж,23,78,Data scientist,Да
4577,Ж,23,78,Data scientist,Да
4578,М,283,83,Тренер по фитнесу,Да
4579,Ж,20,1458,Фотограф,Нет
4580,М,48,83,Сантехник,Да
4581,М,25,46,Data scientist,Да
4582,Ж,22,42,Копирайтер,Нет
4583,М,24,64,Frontend-разработчик,Да
4584,М,67,96,Сантехник,Да
4585,Ж,20,80,Frontend-разработчик,Да
4586,Ж,20,80,Frontend-разработчик,Да
4587,Ж,24,41,Копирайтер,Нет
4588,Ж,54,78,Тренер по легкой атлетике,Да
4589,Ж,54,78,Тренер по легкой атлетике,Да
4590,Ж,24,54,Таргетолог,Нет
4591,Ж,30,48,IOS-разработчик,Да
4592,М,51,85,Тренер по легкой атлетике,Да
4593,Ж,50,71,Тренер по волейболу,Да
4594,Ж,50,71,Тренер по волейболу,Да
4595,Ж,24,43,SMM-специалист,Нет
4596,Ж,20,59,SMM-специалист,Нет
4597,Ж,23,44,Backend-разработчик,Да
4598,Ж,23,44,Backend-разработчик,Да
4599,М,71,83,Сварщик,Да
4600,Ж,23,48,Копирайтер,Нет
4601,Ж,47,70,Тренер по фитнесу,Да
4602,М,53,76,Сантехник,Да
4603,М,53,76,Сантехник,Да
4604,Ж,24,42,Таргетолог,Нет
4605,М,53,87,Тренер по футболу,Да
4606,Ж,24,64,Data scientist,Да
4607,Ж,57,86,Тренер по волейболу,Да
4608,Ж,19,53,SMM-специалист,Нет
4609,Ж,19,53,SMM-специалист,Нет
4610,Ж,23,41,Блогер,Нет
4611,Ж,22,51,Фотограф,Нет
4612,М,79,82,Сварщик,Да
4613,Ж,25,60,SMM-специалист,Нет
4614,Ж,71,82,Тренер по легкой атлетике,Да
4615,Ж,71,82,Тренер по легкой атлетике,Да
4616,,64,78,Сварщик,Да
4617,М,46,72,Сварщик,Да
4618,Ж,27,41,IOS-разработчик,Да
4619,Ж,25,59,Копирайтер,Нет
4620,Ж,23,42,Backend-разработчик,Да
4621,Ж,80,76,Тренер по киберспорту,Да
4622,Ж,239,84,Тренер по легкой атлетике,Да
4623,Ж,46,71,Тренер по легкой атлетике,Да
4624,М,65,79,Крановщик,Да
4625,М,65,79,Крановщик,Да
4626,М,232,71,Тренер по легкой атлетике,Да
4627,М,21,46,Frontend-разработчик,Да
4628,М,21,46,Frontend-разработчик,Да
4629,М,30,44,Тестировщик,Да
4630,М,62,97,Крановщик,Да
4631,М,62,97,Крановщик,Да
4632,М,71,93,Маляр,Да
4633,,53,71,Сварщик,Да
4634,,53,71,Сварщик,Да
4635,,53,71,Сварщик,Да
4636,М,72,74,Маляр,Да
4637,Ж,22,51,IOS-разработчик,Да
4638,Ж,22,51,IOS-разработчик,Да
4639,Ж,24,62,,Да
4640,Ж,60,94,Тренер по волейболу,Да
4641,М,54,83,Тренер по фитнесу,Да
4642,Ж,21,55,Фотограф,Нет
4643,М,23,72,IOS-разработчик,Да
4644,М,23,72,IOS-разработчик,Да
4645,Ж,20,50,Тестировщик,Да
4646,М,72,84,Сварщик,Да
4647,М,20,72,Data scientist,Да
4648,М,25,58,Data scientist,Да
4649,Ж,21,45,Фотограф,Нет
4650,Ж,21,45,Фотограф,Нет
4651,Ж,24,57,SMM-специалист,Нет
4652,М,69,88,Токарь,Да
4653,Ж,77,93,Тренер по волейболу,Да
4654,Ж,77,93,Тренер по волейболу,Да
4655,Ж,46,87,Тренер по волейболу,Да
4656,М,68,81,Сварщик,Да
4657,М,79,93,Маляр,Да
4658,М,79,93,Маляр,Да
4659,М,79,93,Маляр,Да
4660,М,79,93,Маляр,Да
4661,М,24,54,,Да
4662,М,49,83,Тренер по волейболу,Да
4663,М,49,83,Тренер по волейболу,Да
4664,М,49,83,Тренер по волейболу,Да
4665,М,49,83,Тренер по волейболу,Да
4666,,59,82,Крановщик,Да
4667,М,63,80,Тренер по киберспорту,Да
4668,Ж,45,83,Тренер по футболу,Да
4669,Ж,27,82,IOS-разработчик,Да
4670,Ж,23,40,SMM-специалист,Нет
4671,Ж,18,56,Таргетолог,Нет
4672,М,69,76,Сварщик,Да
4673,М,76,87,Сантехник,Да
4674,М,50,83,Маляр,Да
4675,Ж,29,89,Data scientist,Да
4676,Ж,25,52,SMM-специалист,Нет
4677,М,80,90,Токарь,Да
4678,Ж,55,92,Тренер по фитнесу,Да
4679,Ж,55,92,Тренер по фитнесу,Да
4680,М,46,100,Крановщик,Да
4681,Ж,20,50,SMM-специалист,Нет
4682,Ж,22,46,Блогер,Нет
4683,М,28,69,Frontend-разработчик,Да
4684,М,74,78,Тренер по легкой атлетике,Да
4685,М,45,90,Тренер по фитнесу,Да
4686,М,20,82,Тестировщик,Да
4687,М,20,82,Тестировщик,Да
4688,Ж,23,56,,Да
4689,Ж,23,56,,Да
4690,Ж,23,56,,Да
4691,Ж,29,53,,Да
4692,Ж,25,75,IOS-разработчик,Да
4693,М,48,88,Тренер по волейболу,Да
4694,М,76,71,Маляр,Да
4695,Ж,21,70,Backend-разработчик,Да
4696,М,68,81,Сварщик,Да
4697,М,27,87,Frontend-разработчик,Да
4698,М,72,83,Тренер по фитнесу,Да
4699,М,57,70,Сварщик,Да
4700,М,71,81,Сантехник,Да
4701,Ж,19,57,SMM-специалист,Нет
4702,Ж,19,48,Таргетолог,Нет
4703,Ж,19,48,Таргетолог,Нет
4704,Ж,63,78,Тренер по волейболу,Да
4705,Ж,25,66,Backend-разработчик,Да
4706,Ж,22,47,Копирайтер,Нет
4707,Ж,22,47,Копирайтер,Нет
4708,М,79,72,Тренер по фитнесу,Да
4709,Ж,52,99,Тренер по киберспорту,Да
4710,Ж,20,54,Блогер,Нет
4711,Ж,20,54,Блогер,Нет
4712,М,76,84,Сварщик,Да
4713,М,76,84,Сварщик,Да
4714,М,76,84,Сварщик,Да
4715,М,21,64,Тестировщик,Да
4716,Ж,19,55,Таргетолог,Нет
4717,М,53,73,Сантехник,Да
4718,Ж,28,55,Backend-разработчик,Да
4719,Ж,25,53,Копирайтер,Нет
4720,Ж,21,1325,Фотограф,Нет
4721,Ж,21,1325,Фотограф,Нет
4722,М,76,92,Тренер по киберспорту,Да
4723,Ж,51,83,Тренер по фитнесу,Да
4724,Ж,18,1141,Таргетолог,Нет
4725,М,21,47,Data scientist,Да
4726,Ж,25,48,Копирайтер,Нет
4727,Ж,25,48,Копирайтер,Нет
4728,Ж,76,90,Тренер по футболу,Да
4729,Ж,76,90,Тренер по футболу,Да
4730,Ж,18,50,SMM-специалист,Нет
4731,М,58,71,Маляр,Да
4732,Ж,21,56,Таргетолог,Нет
4733,М,65,93,Сварщик,Да
4734,,48,84,Токарь,Да
4735,М,57,82,Тренер по киберспорту,Да
4736,М,45,73,Тренер по фитнесу,Да
4737,М,45,73,Тренер по фитнесу,Да
4738,М,48,71,Сварщик,Да
4739,Ж,24,1222,Фотограф,Нет
4740,Ж,18,54,SMM-специалист,Нет
4741,Ж,19,60,Таргетолог,Нет
4742,М,30,45,Backend-разработчик,Да
4743,М,30,45,Backend-разработчик,Да
4744,Ж,54,75,Тренер по киберспорту,Да
4745,М,63,81,Тренер по фитнесу,Да
4746,М,79,76,Тренер по волейболу,Да
4747,М,79,76,Тренер по волейболу,Да
4748,Ж,66,84,Тренер по футболу,Да
4749,Ж,79,74,Тренер по футболу,Да
4750,М,48,81,Тренер по киберспорту,Да
4751,М,54,90,Сварщик,Да
4752,М,51,86,Токарь,Да
4753,М,51,86,Токарь,Да
4754,М,55,72,Тренер по волейболу,Да
4755,М,77,82,Токарь,Да
4756,Ж,23,48,Data scientist,Да
4757,Ж,23,41,SMM-специалист,Нет
4758,Ж,19,51,Фотограф,Нет
4759,Ж,26,74,Backend-разработчик,Да
4760,М,26,45,Тестировщик,Да
4761,М,22,77,Frontend-разработчик,Да
4762,М,49,72,Токарь,Да
4763,Ж,51,82,Тренер по футболу,Да
4764,Ж,51,82,Тренер по футболу,Да
4765,М,69,71,Маляр,Да
4766,М,55,87,Тренер по волейболу,Да
4767,Ж,20,50,SMM-специалист,Нет
4768,Ж,20,50,SMM-специалист,Нет
4769,Ж,20,50,SMM-специалист,Нет
4770,Ж,18,47,Копирайтер,Нет
4771,Ж,18,47,Копирайтер,Нет
4772,М,66,93,Маляр,Да
4773,М,62,98,Сварщик,Да
4774,М,62,98,Сварщик,Да
4775,М,53,77,Крановщик,Да
4776,М,53,77,Крановщик,Да
4777,Ж,24,54,Блогер,Нет
4778,Ж,25,47,SMM-специалист,Нет
4779,М,68,90,Маляр,Да
4780,Ж,24,57,Блогер,Нет
4781,М,21,67,Backend-разработчик,Да
4782,М,68,81,Маляр,Да
4783,Ж,18,45,Блогер,Нет
4784,М,71,78,Крановщик,Да
4785,М,56,97,Сварщик,Да
4786,М,56,97,Сварщик,Да
4787,Ж,25,49,Тестировщик,Да
4788,Ж,25,58,Блогер,Нет
4789,Ж,25,47,Тестировщик,Да
4790,Ж,19,40,Блогер,Нет
4791,Ж,22,49,SMM-специалист,Нет
4792,Ж,22,49,SMM-специалист,Нет
4793,Ж,22,49,SMM-специалист,Нет
4794,М,73,85,Сварщик,Да
4795,М,21,56,Frontend-разработчик,Да
4796,М,45,77,Сварщик,Да
4797,Ж,75,94,Тренер по волейболу,Да
4798,М,58,88,Токарь,Да
4799,Ж,25,58,Backend-разработчик,Да
4800,Ж,26,56,Data scientist,Да
4801,Ж,65,70,Тренер по волейболу,Да
4802,М,26,47,IOS-разработчик,Да
4803,М,55,89,Тренер по киберспорту,Да
4804,М,26,68,Frontend-разработчик,Да
4805,М,26,68,Frontend-разработчик,Да
4806,Ж,60,90,Тренер по фитнесу,Да
4807,Ж,60,90,Тренер по фитнесу,Да
4808,М,59,100,Токарь,Да
4809,М,23,67,Backend-разработчик,Да
4810,М,23,67,Backend-разработчик,Да
4811,Ж,70,85,Тренер по фитнесу,Да
4812,Ж,70,85,Тренер по фитнесу,Да
